"attachments/0/accessibilityCaption","attachments/0/id","attachments/0/type","attachments/0/url","author/id","author/name","author/profilePicture","author/profileUrl","commentsCount","postId","postText","reactions/like","reactionsCount","sharesCount","timestamp","url"
,,,,"100000821541680","Erika Rodriguez Boco","https://scontent-iad6-1.xx.fbcdn.net/v/t39.30808-1/731131609_27260950186848998_1942509364318549762_n.jpg?stp=cp6_dst-jpg_tt6&cstp=mx2048x2048&ctp=s24x24&_nc_cat=100&ccb=1-7&_nc_sid=e99d92&_nc_ohc=2kl2_n851_wQ7kNvwF69Qpw&_nc_oc=AdqRcH07y2-8Oa6D9LKBnNGvYguXPJa57wBuTH57QSMHMEbEeNVfQlgRfhzxIdc7rIo&_nc_zt=24&_nc_ht=scontent-iad6-1.xx&_nc_gid=eGZvXbF2xstlINeLeO17CQ&_nc_ss=7c2a8&oh=00_AQDw53k4RK1qx_KL-B6ne6nVbwi0fgJCOKnNWWe8PYYn6Q&oe=6A6011D8","https://www.facebook.com/erikaboco08","0","434668243254449","Ms. Universe
Intro:
gutom aq,
gutom kau,
gutom taung lhat!
HUNGARY!

ola viola kaserola tinola.
saranggola arinola ni lola!
VENEZUELA!

MALAY MO,
malay nya,
malay nating lhat!
MALAYSIA!

BAHA DUN,
baha d2,
baha sa buong.
mundo!
BAHAMAS!

hinde sakin,
hindi sau,
kanino sya?
KENYA!

1 way 2way thers no other way!
NORWAY!

mula sa lupaing.
kulang sa bigas,
mataas ang gas,
sandamakmak na
mandurugas!
PILIPINAS!!!

 ~ !xDD !~","1","1","0","1354611201000","https://www.facebook.com/groups/397124237008850/permalink/434668243254449/"
"No photo description available.","410472249025723","photo","https://www.facebook.com/photo/?fbid=410472249025723&set=a.410468695692745","100001888535369","Marieius Infinity","https://scontent-iad3-1.xx.fbcdn.net/v/t39.30808-1/493711319_29457247850588110_7911875858886863395_n.jpg?stp=cp0_dst-jpg_tt6&cstp=mx653x658&ctp=s40x40&_nc_cat=110&ccb=1-7&_nc_sid=1d2534&_nc_ohc=Dn8FWEr8oFUQ7kNvwEY63iS&_nc_oc=Adp9kYAMCmGA5W1Wb13dymp7sMlQsEFkJDRh8VjYNOLcHIHCz5Hco79-iS12o1lTXvc&_nc_zt=24&_nc_ht=scontent-iad3-1.xx&_nc_gid=x2boU5uR8NIkDVbmNe7L1g&_nc_ss=7c2a8&oh=00_AQBVi7WtfcVbpFU7bm-GFk-IBEdgoKfR9yPWtHxS2ifJNQ&oe=6A603B65","https://www.facebook.com/mariedrei.manalo","0","410472249025723","after ng baha ,ngayon pa lng ako nglagay ulit ng mga display dito sa hagdan..aha...",,"0","0","1354690052000","https://www.facebook.com/photo.php?fbid=410472249025723&set=a.410468695692745&type=3"
"No photo description available.","536752419669881","photo","https://www.facebook.com/photo/?fbid=536752419669881&set=a.128859979910152","100083584509138","Cooler tats Blog","https://scontent-iad6-1.xx.fbcdn.net/v/t39.30808-1/441409017_416250447837769_2194000877446432692_n.jpg?stp=cp0_dst-jpg_tt6&cstp=mx480x483&ctp=s40x40&_nc_cat=107&ccb=1-7&_nc_sid=2d3e12&_nc_ohc=piIsH5rEy64Q7kNvwFUjxC4&_nc_oc=AdrtOSS5ikKyW6zbr-DJXpODm_xRW3ODmXDVieroGXoipRdlSI1yOBpOPafihPCRYk8&_nc_zt=24&_nc_ht=scontent-iad6-1.xx&_nc_gid=x2boU5uR8NIkDVbmNe7L1g&_nc_ss=7c2a8&oh=00_AQAwTVwmm8NTvihHEmQ6t8v7uU0xcDuk-DHK3BmFuzmCKA&oe=6A603D2D","https://www.facebook.com/Tatsblogger","0","536752419669881","May dumagundong, flashflood na pala'

Kanya kanya ng mga kuwento ang mga residenteng nakaligtas sa nangyaring flashflood sa New Bataan sa Compostela Valley province na dala ng bagyong Pablo.

Sa kwento sa Bombo Radyo ni Emmanuel Mahilo, 44
, ng Purok 5, Brgy. Poblacion, New Bataan, sinabi nito na dakong alas-4:00 ng madaling araw kahapon nang maramdaman nila ang malakas na hangin at ulan.

Pagdating umano ng alas-6:00 ng umaga ay tumindi pa ang lakas ng hangin hanggang sa liparin na ang bubong na yero ng kanilang bahay.

Sinabayan ito ng mabilis na pagtaas ng tubig-baha dala ang napakakapal na putik hanggang pagsapit ng alas-9:00 ng umaga ay lampas tao na ang taas ng baha.

Liban sa kanyang bahay na na-washout at walang natirang gamit, tatlo pang katabing bahay nila ang sinira rin ng rumagasang baha.

""Walang natira sa bahay namin. Na-washout,"" ani Mahilo. ""Mabilis ang pagtaas ng tubig. Malakas ang hangin. 'Yong ibang bahay itinumba. Pata mga puno ng niyog at mga sinaunang punongkahoy.""

Ayon naman kay Ramon Pesadilla, residente ng Purok 7, napakalas umano ng hangin kung saan habang lumilikas sila ay ginamit nila ang lubid at naghawak hawak.

Nakita pa umano ni Pesadiila kung paano natumbahan ng puno ang kanya kapitbahay.

Ibinahagi rin ni Gildo Gabato, residente ng Purol 1, na nakarinig sila ng sobrang malakas na dagundong na hindi nila akalain ay flashflood na pala.

Sa ulat naman mula sa site ni Bombo Rado Allohado, sinabi nito na nakakaawa ang lugar na dinaanan ng bagyo kung saan winasak ang mga bahay ng baha ang mga nakatira sa lugar pa lamang ng Purok 1, Purok 4, Purok 7, Purok 6, Purok 8, Purok 14, Purok 17, Purok 18, sa Barangay Poblacion.

Nabanggit naman ni Mahilo na sa tagal na panahon nila na paninirahan sa ComVal, pati ang kanyang ina na 72-anyos ay ngayon lamang sila binagyo.

Minsan umano ay nakakaranas ila ng baha pero ang nakakagulat umano ay may kasamang bagyo.

Hindi naman aniya kalbo ang kanilang kabundukan kundi umapaw ang mga ilog na siyang rumagasa na may halong mga putik.

Suwerte umano na nakalikas ang kanyang mag-anak, habang siya naman ay nagpaiwan sa kanilang bahay hanggang gabi sa pagtila ng ulan.

Inamin din nito na Lunes pa lamang ay merong na ring abiso na lumikas sila para sa preemptive evacuation kaya ang iba nilang kabarangay ay nasa gym na.

Nang makapanayam ng Bombo Radyo si Mahilo ay hindi pa raw siya kumakain at nagtamo pa ito ng sugat sa paa dahil sa tumamang yero.

Namamaga rin ito dahil sa sugat mula sa naapakang pako.

Si Pesadilla naman na kahit nawalan ng bahay ay nagpapasalamat pa rin at buhay siya.

http://www.bomboradyo.com/story-of-the-day/142929-may-dumagundong-flashflood-na-pala",,"0","0","1354702011000","https://www.facebook.com/photo.php?fbid=536752419669881&set=a.128859979910152&type=3"
"No photo description available.","394861297259135","photo","https://www.facebook.com/photo/?fbid=394861297259135&set=a.606236751075629","100050679270538","You're My Everything","https://scontent-iad6-1.xx.fbcdn.net/v/t39.30808-1/296483272_606236781075626_2180003026963621474_n.jpg?stp=cp0_dst-jpg_tt6&cstp=mx600x600&ctp=s40x40&_nc_cat=106&ccb=1-7&_nc_sid=2d3e12&_nc_ohc=8YCoWzOu5aYQ7kNvwE77f7t&_nc_oc=AdrZIgtQMJAF_WDacbSIk-4gIcV9LvIzbLaNbOQCWjAVhzYsk2zKtXKy88y_BnAPMBQ&_nc_zt=24&_nc_ht=scontent-iad6-1.xx&_nc_gid=x2boU5uR8NIkDVbmNe7L1g&_nc_ss=7c2a8&oh=00_AQBrMdwE9ZW9WkrjdT3VJ3E1-w374tT7-E_x9OD2HLH_hQ&oe=6A603922","https://www.facebook.com/iYoureMyEverything","0","394861297259135","Repost viA NDRRMC


NDRRMC: 274 patay, 279 patuloy na nawawala sa pananalasa ni 'Pablo'

Hindi pa rin maawat ang pag-akyat ng bilang ng mga naapektuhan sa ilang araw nang pananalasa ni Typhoon Pablo sa bansa kung saan umaabot na sa hindi bababa sa 274 ang bilang ng mga nasawi habang daan-daan ang patuloy na pinaghahanap.

Kinumpirma ito ng National Disaster Risk Reduction and Management Council (NDRRMC) sa kanilang pinakahuling press briefing kaninang alas-6:55 ng gabi.

Sinabi naman ni Lt. Col. Lyndon Paniza, tagapagsalita ng 10th Infantry Batallion ng Armed Forces of the Philippines, sa panayam ng DZMM TeleRadyo na sa pinakahuli nilang tala kaninang alas-5:30 ng hapon, 151 na ang mga namatay sa Compostela Valley pa lang, 175 ang sugatan at 57 ang patuloy na nawawala.

Tumutugma ito sa bilang na inilahad ng NDRRMC.

Sa bilang ng mga nasawi, apat dito ay pawang mga sundalo kabilang si Sgt. Maximo Oliveares, miyembro ng Charlie Company ng 66th Infantry Batallion ng Philippine Army.

Ayon kay Paniza, nasa operasyon ng paglilikas ang mga sundalo sa Barangay Andap, New Bataan at isasakay na sana ang ilang sibilyan sa truck nang gumuho ang lupang kanilang kinatatayuan at anurin ng rumaragasang baha.

""Nandun sila sa area para mag-conduct po ng rescue operation. Yung kanilang company headquarters ay nandun din sa lugar na iyon at kasama nila ang mga sibilyan na pilit sana nilang nililikas, itawid nila sa ilog,"" ayon kay Paniza.

Bagama't nakaligtas, sugatan naman ang nasa 23 sundalo at kasalukuyan nang ginagamot habang pito pa ang pinaghahanap.

Sa bahagi naman ng Davao Oriental, nasa 116 na ang napa-ulat na nasawi, 151 ang sugatan at 21 ang nawawala.

Hindi naman bababa sa pito ang nasawi sa iba pang bahagi ng Mindanao at Visayas na sinalanta rin ni Pablo.

Sa kabuuan, sinabi ng NDRRMC na nasa 279 ang patuloy pa ring nawawala.

Lawak ng pinsala

Unti-unti nang nalalantad ang kabuuang pinsalang dulot ni Pablo.

Sa paglilibot ni Interior and Local Government Secretary Mar Roxas sa mga sinalantang lugar gaya ng New Bataan, Compostela Valley.

""Talagang nakakapagdamdam in na entire families may have been washed away,"" sinabi ni Roxas sa panayam ng ABS-CBN News Channel.

Ayon kay Roxas, halos buong bayan ng New Bataan ay balot ng hindi bababa sa anim na pulgadang kapal ng putik na nanggaling sa kabundukan.

Halos lahat din aniya ng mga istraktura ay nawasak sa lakas ng bagsik ni Pablo.

Ikinuwento pa ng kalihim ang nakita niyang ekta-ektaryang lupain kung saan makikitang nagbagsakan ay libo-libong mga puno ng niyog.

""Left and right of the helicopter was just hectares and hectares, as far as i can see, of felled coconut trees and felled banana trees. Talagang wiped out,"" ayon pa kay Roxas. (photo courtesy of Dennis Datu, Radyo Patrol 42)



kikay","4","4","1","1354720580000","https://www.facebook.com/photo.php?fbid=394861297259135&set=a.606236751075629&type=3"
"No photo description available.","389483824468125","photo","https://www.facebook.com/photo/?fbid=389483824468125&set=a.575986908023005","100068351035575","Sa Ngalan Ng Gobyerno","https://scontent-iad3-1.xx.fbcdn.net/v/t39.30808-1/352173072_3695302394025220_1289691263157025792_n.jpg?stp=cp0_dst-jpg_tt6&cstp=mx409x409&ctp=s40x40&_nc_cat=110&ccb=1-7&_nc_sid=2d3e12&_nc_ohc=ILSoosLTIIkQ7kNvwFY0hEr&_nc_oc=AdoJh2v84RUlFzQF9OlWsBbYqif9PxsjpOtpZaA2bCDdmk0VijWe6l4xk-q3CYjm_eQ&_nc_zt=24&_nc_ht=scontent-iad3-1.xx&_nc_gid=x2boU5uR8NIkDVbmNe7L1g&_nc_ss=7c2a8&oh=00_AQAIwkilGeRH2OzpU5APLI33apryOgH5Fac1sLFozUisqA&oe=6A601A01","https://www.facebook.com/snngpage","6","389483824468125","anong baha?!
[eloi]","34","34","10","1354602030000","https://www.facebook.com/photo.php?fbid=389483824468125&set=a.575986908023005&type=3"
"No photo description available.","446140525441150","photo","https://www.facebook.com/photo/?fbid=446140525441150&set=a.301187534966105","100052245828583","Pinoy  Bestfriend","https://scontent-iad3-2.xx.fbcdn.net/v/t1.6435-1/121151516_3363150723740101_5994652740358334763_n.jpg?stp=cp0_dst-jpg_tt6&cstp=mx850x849&ctp=s40x40&_nc_cat=111&ccb=1-7&_nc_sid=2d3e12&_nc_ohc=ADhaLHwaXaQQ7kNvwEFSwva&_nc_oc=AdoP6vc6dpy9spGQtS8UPJwlbNXI8BknipHwvlJVwW1fqxue73dRoSOksCLEXaVF2cY&_nc_zt=24&_nc_ht=scontent-iad3-2.xx&_nc_gid=x2boU5uR8NIkDVbmNe7L1g&_nc_ss=7c2a8&oh=00_AQCw-2qeRIfWOuZO4hgkmr5fs8iVk7BDQRwLPBdOhvYSMQ&oe=6A81DFB2","https://www.facebook.com/pinoybestfriendglobal","16","446140525441150","NDRRMC: 274 patay, 279 patuloy na nawawala sa pananalasa ni 'Pablo'

(UPDATE)

Hindi pa rin maawat ang pag-akyat ng bilang ng mga naapektuhan sa ilang araw nang pananalasa ni Typhoon Pablo sa bansa. U

maabot na sa hindi bababa sa 274 ang bilang ng mga nasawi habang daan-daan ang patuloy na pinaghahanap.

Kinumpirma ito ng National Disaster Risk Reduction and Management Council (NDRRMC) sa kanilang pinakahuling press briefing alas-6:55 Miyerkules ng gabi.

Sinabi naman ni Lt. Col. Lyndon Paniza, tagapagsalita ng 10th Infantry Batallion ng Armed Forces of the Philippines, sa panayam ng DZMM TeleRadyo na sa pinakahuli nilang tala alas-5:30 Miyerkules ng hapon, 151 na ang mga namatay sa Compostela Valley pa lang, 175 ang sugatan at 57 ang patuloy na nawawala.

Tumutugma ito sa bilang na inilahad ng NDRRMC.

Sa bilang ng mga nasawi, apat dito ay pawang mga sundalo kabilang si Sgt. Maximo Olivares, miyembro ng Charlie Company ng 66th Infantry Batallion ng Philippine Army.

Ayon kay Paniza, nasa operasyon ng paglilikas ang mga sundalo sa Barangay Andap, New Bataan at isasakay na sana ang ilang sibilyan sa truck nang gumuho ang lupang kanilang kinatatayuan at anurin ng rumaragasang baha.

""Nandun sila sa area para mag-conduct po ng rescue operation. 'Yung kanilang company headquarters ay nandun din sa lugar na iyon at kasama nila ang mga sibilyan na pilit sana nilang inililikas, itatawid nila sa ilog,"" ayon kay Paniza.

Bagama't nakaligtas, sugatan naman ang 23 sundalo habang pito pa ang pinaghahanap.

Sa bahagi naman ng Davao Oriental, nasa 116 na ang napaulat na nasawi, 151 ang sugatan at 21 ang nawawala.

Hindi naman bababa sa pito ang nasawi sa iba pang bahagi ng Mindanao at Visayas na sinalanta rin ni Pablo.

Sa kabuuan, sinabi ng NDRRMC na nasa 279 ang patuloy pa ring nawawala.

Lawak ng pinsala

Samantala, unti-unti nang nalalantad ang kabuuang pinsalang dulot ni Pablo matapos maglilibot si Interior and Local Government Secretary Mar Roxas sa mga sinalantang lugar gaya ng New Bataan, Compostela Valley.

""Talagang nakakabagbag-damdamin na entire families may have been washed away,"" sinabi ni Roxas sa panayam ng DZMM TeleRadyo.

Ayon kay Roxas, halos buong bayan ng New Bataan ay balot ng hindi bababa sa anim na pulgadang kapal ng putik na nanggaling sa kabundukan.

Halos lahat din aniya ng mga istraktura ay nawasak sa lakas ng bagsik ni Pablo.

Ikinuwento pa ng kalihim ang nakita niyang ekta-ektaryang lupain kung saan makikitang nagbagsakan ay libo-libong mga puno ng niyog.

""Left and right of the helicopter was just hectares and hectares, as far as i can see, of felled coconut trees and felled banana trees. Talagang wiped out,"" ayon pa kay Roxas. (photo courtesy of Dennis Datu, Radyo Patrol 42)



kulet","16","16","17","1354723499000","https://www.facebook.com/photo.php?fbid=446140525441150&set=a.301187534966105&type=3"
"No photo description available.","382290998525829","photo","https://www.facebook.com/photo/?fbid=382290998525829&set=a.455140506644565","100064458593664","PHLRC Riders","https://scontent-iad3-2.xx.fbcdn.net/v/t39.30808-1/498234248_1078747727617170_7531220253892465575_n.jpg?stp=c90.300.539.539a_cp0_dst-jpg_tt6&cstp=mx539x539&ctp=s40x40&_nc_cat=105&ccb=1-7&_nc_sid=2d3e12&_nc_ohc=r43jYYAjsQoQ7kNvwHm9fJL&_nc_oc=AdqwgclgQtqz07xtkJEImw_NL7fe5w6bsQnzGJyieeZmQQah_Xn5o_-MplKRRh3w8N8&_nc_zt=24&_nc_ht=scontent-iad3-2.xx&_nc_gid=x2boU5uR8NIkDVbmNe7L1g&_nc_ss=7c2a8&oh=00_AQASR7suxvT5J1gitJ1OXb_1gTzRDKGQ6FYj34vh3UAhnw&oe=6A601805","https://www.facebook.com/PHLRC2022","7","382290998525829","4 patay sa pananalasa ni 'Pablo'


Apat na ang patay sa pananalasa ng Bagyong Pablo sa Mindanao at Visayas.

Sa press briefing ni National Disaster Risk Reduction and Management Council (NDRRMC) Executive Director Benito Ramos, iniulat nito na nasawi si Erlinda Bolante, 60-anyos matapos mabagsakan ng puno sa Manay, Davao Oriental.

Nabagsakan din ng puno habang nagmomotorsiklo si Jigger Gomonit sa Panaon, Misamis Oriental gayundin si Elberto Daniel, 23-anyos ng Siquijor.

Ika-apat nang sundalong si Sgt. Olivarez ng Charlie Company ng 66th Infantry Batallion ng 10th Infantry Division. Nasugatan naman ang kaniyang commanding officer na isang Lt. Giaceta,

Batay sa report, nasa command post ang dalawang sundalo nang magkaroon ng flashflood sa Barangay Andap, New Bataan, Compostela Valley kung saan tinangay ng agos ang dalawa.

Narekober na walang malay si Giaceta pero sinawimpalad na malunod si Rosales.

Nagsasagawa pa ng serach and rescue ang mga sundalo dahil pinangangambahang hindi lang sila ang naroon nang maganap ang pagragasa ng baha.

Dalawa pa naman ang nasugatan sa Siquijor kabilang si Leticia Benitez na tinamaan ng lumilipad na yero at isang hindi pa nakikilala.","39","39","24","1354616863000","https://www.facebook.com/photo.php?fbid=382290998525829&set=a.455140506644565&type=3"
"No photo description available.","445618155493387","photo","https://www.facebook.com/photo/?fbid=445618155493387&set=a.301187534966105","100052245828583","Pinoy  Bestfriend","https://scontent-iad3-2.xx.fbcdn.net/v/t1.6435-1/121151516_3363150723740101_5994652740358334763_n.jpg?stp=cp0_dst-jpg_tt6&cstp=mx850x849&ctp=s40x40&_nc_cat=111&ccb=1-7&_nc_sid=2d3e12&_nc_ohc=ADhaLHwaXaQQ7kNvwEFSwva&_nc_oc=AdoP6vc6dpy9spGQtS8UPJwlbNXI8BknipHwvlJVwW1fqxue73dRoSOksCLEXaVF2cY&_nc_zt=24&_nc_ht=scontent-iad3-2.xx&_nc_gid=x2boU5uR8NIkDVbmNe7L1g&_nc_ss=7c2a8&oh=00_AQCw-2qeRIfWOuZO4hgkmr5fs8iVk7BDQRwLPBdOhvYSMQ&oe=6A81DFB2","https://www.facebook.com/pinoybestfriendglobal","7","445618155493387","4 patay sa pananalasa ni 'Pablo'
By dzmm.com.ph | 17:53 PM 12/04/2012 




Apat na ang patay sa pananalasa ng Bagyong Pablo sa Mindanao at Visayas.

Sa press briefing ni National Disaster Risk Reduction and Management Council (NDRRMC) Executive Director Benito Ramos, iniulat nito na nasawi si Erlinda Bolante, 60-anyos matapos mabagsakan ng puno sa Manay, Davao Oriental.

Nabagsakan din ng puno habang nagmomotorsiklo si Jigger Gomonit sa Panaon, Misamis Oriental gayundin si Elberto Daniel, 23-anyos ng Siquijor.

Ika-apat nang sundalong si Sgt. Olivarez ng Charlie Company ng 66th Infantry Batallion ng 10th Infantry Division. Nasugatan naman ang kaniyang commanding officer na isang Lt. Giaceta,

Batay sa report, nasa command post ang dalawang sundalo nang magkaroon ng flashflood sa Barangay Andap, New Bataan, Compostela Valley kung saan tinangay ng agos ang dalawa.

Narekober na walang malay si Giaceta pero sinawimpalad na malunod si Rosales.

Nagsasagawa pa ng serach and rescue ang mga sundalo dahil pinangangambahang hindi lang sila ang naroon nang maganap ang pagragasa ng baha.

Dalawa pa naman ang nasugatan sa Siquijor kabilang si Leticia Benitez na tinamaan ng lumilipad na yero at isang hindi pa nakikilala. Report from Edwin Sevidal, Radyo Patrol 37




kulet","39","39","29","1354620020000","https://www.facebook.com/photo.php?fbid=445618155493387&set=a.301187534966105&type=3"
"No photo description available.","455262137844076","photo","https://www.facebook.com/photo/?fbid=455262137844076&set=a.475242127981640","100064875690360","Barkadahan ng mga astig","https://scontent-iad3-1.xx.fbcdn.net/v/t39.30808-1/309446567_475242164648303_4285928689759431012_n.jpg?stp=cp0_dst-jpg_tt6&cstp=mx638x637&ctp=s40x40&_nc_cat=104&ccb=1-7&_nc_sid=2d3e12&_nc_ohc=snXXdCwRW_UQ7kNvwFdOCJr&_nc_oc=AdpBvNR88tYqV6gfPFiYj2KGHEn9oj4HZv3ITFKE_ABfbWU1o8xOi_WyY5vRkXTE0tY&_nc_zt=24&_nc_ht=scontent-iad3-1.xx&_nc_gid=xLZTThawh6lSejKyE8n-1w&_nc_ss=7c2a8&oh=00_AQA0Yls3HpzSvEw7Wy3KMD37F7N5BKynTWM3elBtems78g&oe=6A60295E","https://www.facebook.com/profile.php?id=100064875690360","3","455262137844076","NDRRMC: 274 patay, 279 patuloy na nawawala sa pananalasa ni 'Pablo'

(UPDATE) 

Hindi pa rin maawat ang pag-akyat ng bilang ng mga naapektuhan sa ilang araw nang pananalasa ni Typhoon Pablo sa bansa. U

maabot na sa hindi bababa sa 274 ang bilang ng mga nasawi habang daan-daan ang patuloy na pinaghahanap.

Kinumpirma ito ng National Disaster Risk Reduction and Management Council (NDRRMC) sa kanilang pinakahuling press briefing alas-6:55 Miyerkules ng gabi.

Sinabi naman ni Lt. Col. Lyndon Paniza, tagapagsalita ng 10th Infantry Batallion ng Armed Forces of the Philippines, sa panayam ng DZMM TeleRadyo na sa pinakahuli nilang tala alas-5:30 Miyerkules ng hapon, 151 na ang mga namatay sa Compostela Valley pa lang, 175 ang sugatan at 57 ang patuloy na nawawala.

Tumutugma ito sa bilang na inilahad ng NDRRMC.

Sa bilang ng mga nasawi, apat dito ay pawang mga sundalo kabilang si Sgt. Maximo Olivares, miyembro ng Charlie Company ng 66th Infantry Batallion ng Philippine Army.

Ayon kay Paniza, nasa operasyon ng paglilikas ang mga sundalo sa Barangay Andap, New Bataan at isasakay na sana ang ilang sibilyan sa truck nang gumuho ang lupang kanilang kinatatayuan at anurin ng rumaragasang baha.

""Nandun sila sa area para mag-conduct po ng rescue operation. 'Yung kanilang company headquarters ay nandun din sa lugar na iyon at kasama nila ang mga sibilyan na pilit sana nilang inililikas, itatawid nila sa ilog,"" ayon kay Paniza.

Bagama't nakaligtas, sugatan naman ang 23 sundalo habang pito pa ang pinaghahanap.

Sa bahagi naman ng Davao Oriental, nasa 116 na ang napaulat na nasawi, 151 ang sugatan at 21 ang nawawala.

Hindi naman bababa sa pito ang nasawi sa iba pang bahagi ng Mindanao at Visayas na sinalanta rin ni Pablo.

Sa kabuuan, sinabi ng NDRRMC na nasa 279 ang patuloy pa ring nawawala.

Lawak ng pinsala

Samantala, unti-unti nang nalalantad ang kabuuang pinsalang dulot ni Pablo matapos maglilibot si Interior and Local Government Secretary Mar Roxas sa mga sinalantang lugar gaya ng New Bataan, Compostela Valley.

""Talagang nakakabagbag-damdamin na entire families may have been washed away,"" sinabi ni Roxas sa panayam ng DZMM TeleRadyo.

Ayon kay Roxas, halos buong bayan ng New Bataan ay balot ng hindi bababa sa anim na pulgadang kapal ng putik na nanggaling sa kabundukan.

Halos lahat din aniya ng mga istraktura ay nawasak sa lakas ng bagsik ni Pablo.

Ikinuwento pa ng kalihim ang nakita niyang ekta-ektaryang lupain kung saan makikitang nagbagsakan ay libo-libong mga puno ng niyog.

""Left and right of the helicopter was just hectares and hectares, as far as i can see, of felled coconut trees and felled banana trees. Talagang wiped out,"" ayon pa kay Roxas. (photo courtesy of Dennis Datu, Radyo Patrol 42)



kidlat","9","9","5","1354723412000","https://www.facebook.com/photo.php?fbid=455262137844076&set=a.475242127981640&type=3"
,,,,"100081334181098","TFG Vlogs Etc.","https://scontent-iad6-1.xx.fbcdn.net/v/t39.30808-1/499067386_698411256213341_2966844871659226694_n.jpg?stp=cp0_dst-jpg_tt6&cstp=mx556x561&ctp=s40x40&_nc_cat=102&ccb=1-7&_nc_sid=2d3e12&_nc_ohc=hMYuGC7ZyUcQ7kNvwHIj6Iq&_nc_oc=Adp0J5u5BnpYDpPb2VeFjcmDSGHhvAgkm1my-y4aU12FvL-d6nIyjpEp_OX7W5pFqXo&_nc_zt=24&_nc_ht=scontent-iad6-1.xx&_nc_gid=xLZTThawh6lSejKyE8n-1w&_nc_ss=7c2a8&oh=00_AQDCf_L1XKTj5Zf64ZkxqgwCJEHAg5z28UK9e3_4qoXe_Q&oe=6A602055","https://www.facebook.com/thefilipinoglobalTFG","9","406481876095602","TFG UPDATE:

'May dumagundong, flashflood na pala'

Kanya kanya ng mga kuwento ang mga residenteng nakaligtas sa nangyaring flashflood sa New Bataan sa Compostela Valley province na dala ng bagyong Pablo.

Sa kwento sa Bombo Radyo ni Emmanuel Mahilo, 44, ng Purok 5, Brgy. Poblacion, New Bataan, sinabi nito na dakong alas-4:00 ng madaling araw kahapon nang maramdaman nila ang malakas na hangin at ulan.

Pagdating umano ng alas-6:00 ng umaga ay tumindi pa ang lakas ng hangin hanggang sa liparin na ang bubong na yero ng kanilang bahay.

Sinabayan ito ng mabilis na pagtaas ng tubig-baha dala ang napakakapal na putik hanggang pagsapit ng alas-9:00 ng umaga ay lampas tao na ang taas ng baha.

Liban sa kanyang bahay na na-washout at walang natirang gamit, tatlo pang katabing bahay nila ang sinira rin ng rumagasang baha.

""Walang natira sa bahay namin. Na-washout,"" ani Mahilo. ""Mabilis ang pagtaas ng tubig. Malakas ang hangin. 'Yong ibang bahay itinumba. Pata mga puno ng niyog at mga sinaunang punongkahoy.""

Ayon naman kay Ramon Pesadilla, residente ng Purok 7, napakalas umano ng hangin kung saan habang lumilikas sila ay ginamit nila ang lubid at naghawak hawak.

Nakita pa umano ni Pesadiila kung paano natumbahan ng puno ang kanya kapitbahay.

Ibinahagi rin ni Gildo Gabato, residente ng Purol 1, na nakarinig sila ng sobrang malakas na dagundong na hindi nila akalain ay flashflood na pala.

Sa ulat naman mula sa site ni Bombo Rado Allohado, sinabi nito na nakakaawa ang lugar na dinaanan ng bagyo kung saan winasak ang mga bahay ng baha ang mga nakatira sa lugar pa lamang ng Purok 1, Purok 4, Purok 7, Purok 6, Purok 8, Purok 14, Purok 17, Purok 18, sa Barangay Poblacion.

Nabanggit naman ni Mahilo na sa tagal na panahon nila na paninirahan sa ComVal, pati ang kanyang na 72-anyos na ina ay ngayon lamang sila binagyo.

Minsan umano ay nakakaranas ila ng baha pero ang nakakagulat umano ay may kasamang bagyo.

Hindi naman aniya kalbo ang kanilang kabundukan kundi umapaw ang mga ilog na siyang rumagasa na may halong mga putik.

Suwerte umano na nakalikas ang kanyang mag-anak, habang siya naman ay nagpaiwan sa kanilang bahay hanggang gabi na tumila ang ulan.

Inamin din nito na Lunes pa lamang ay merong na ring abiso na lumikas sila para sa preemptive evacuation kaya ang iba nilang kabarangay ay nasa gym na.

Nang makapanayam ng Bombo Radyo si Mahilo ay hindi pa raw siya kumakain at nagtamo pa ito ng sugat sa paa dahil sa tumamang yero.

Namamaga rin ito dahil sa sugat mula sa naapakang pako.

Si Pesadilla naman na kahit nawalan ng bahay ay nagpapasalamat pa rin at buhay siya.bombo radyo

jP","21","21","4","1354698488000","https://www.facebook.com/thefilipinoglobalTFG/posts/pfbid02ckHM1cwPtEN6CHPt4hifBFVocrsRFi9dt3629vejjctk3FwD9a5mZiEtbAw9bf5Yl"
