"attachments/0/accessibilityCaption","attachments/0/id","attachments/0/type","attachments/0/url","attachments/1/accessibilityCaption","attachments/1/id","attachments/1/type","attachments/1/url","author/id","author/name","author/profilePicture","author/profileUrl","commentsCount","postId","postText","reactions/like","reactions/wow","reactionsCount","sharesCount","timestamp","url"
"No photo description available.","1131165500314254","photo","https://www.facebook.com/photo.php?fbid=1131165500314254&set=gm.1386635761368180&type=3","No photo description available.","1131165503647587","photo","https://www.facebook.com/photo.php?fbid=1131165503647587&set=gm.1386635761368180&type=3","100002624446533","LheoNhel Maranan","https://scontent-iad3-1.xx.fbcdn.net/v/t39.30808-1/709102080_26788605307476921_6764151915985800501_n.jpg?stp=cp0_dst-jpg_tt6&cstp=mx960x960&ctp=s24x24&_nc_cat=104&ccb=1-7&_nc_sid=1d2534&_nc_ohc=-SeV4IFAxFMQ7kNvwG4cxSN&_nc_oc=Ado6naOl4odXAXuocDMEqthHMd4Nqhd7gSpSlZcYJCMLAsezIn6W9UlqT5PlckWOhA8&_nc_zt=24&_nc_ht=scontent-iad3-1.xx&_nc_gid=4fXE72MEn9tOM2Ft8NqZEQ&_nc_ss=7c2a8&oh=00_AQCrk0zenVllfll9eEiA1_SPjChz1Hr-F_nVKRfdiV-S7Q&oe=6A5FF4B5","https://www.facebook.com/djsniper.bmc","3","1386635761368180","dahil sa may bagyo LE mode sa baha hehe","9","1","10","0","1482746833000","https://www.facebook.com/groups/nikonpilipinasgroup/permalink/1386635761368180/"
