url,twitterUrl,text,imageSeverity
https://x.com/barrinoh/status/1447972992047218689,https://twitter.com/barrinoh/status/1447972992047218689,why does marikina gets all the good things except baha maybe,NOT RELEVANT
https://x.com/klondyk27/status/1447712108674621442,https://twitter.com/klondyk27/status/1447712108674621442,@raissawriter @mariaressa enough to flood pasig river,NOT RELEVANT
https://x.com/todongpnoy/status/1448758004736671749,https://twitter.com/todongpnoy/status/1448758004736671749,"It’s unfortunate when CoryA canceled the flood spillway plans of FEM to prevent metro Manila, Marikina floods. Infrastructures are needed to help the economy of the Philippines. Build build build are must.",NOT RELEVANT
