"attachments/0/accessibilityCaption","attachments/0/id","attachments/0/type","attachments/0/url","attachments/1/accessibilityCaption","attachments/1/id","attachments/1/type","attachments/1/url","attachments/2/accessibilityCaption","attachments/2/id","attachments/2/type","attachments/2/url","attachments/3/accessibilityCaption","attachments/3/id","attachments/3/type","attachments/3/url","author/id","author/name","author/profilePicture","author/profileUrl","commentsCount","postId","postText","reactions/like","reactions/love","reactions/sorry","reactions/support","reactionsCount","sharesCount","timestamp","url"
,"1502484280555995","video","https://www.facebook.com/reel/1502484280555995/",,,,,,,,,,,,,"100056791851352","Edgardo Valeza","https://scontent-iad6-1.xx.fbcdn.net/v/t39.30808-1/509680463_1191856736050710_423712338614812636_n.jpg?stp=cp0_dst-jpg_tt6&cstp=mx1744x1740&ctp=s24x24&_nc_cat=109&ccb=1-7&_nc_sid=1d2534&_nc_ohc=OVvF_jv2aJoQ7kNvwEnj5hP&_nc_oc=Adqw5AOe1nUVVWwiov-vYr0eDW6KsxfgAIgtcR-WWVzLTmSLZUTOASy2tiXaQDZPric&_nc_zt=24&_nc_ht=scontent-iad6-1.xx&_nc_gid=glpA2yFh6I0UH2IFidktXg&_nc_ss=7e2a8&oh=00_AQAblopLNS6t-8fEQWCzY_TseqLQS58kt4Jum81SQnSxng&oe=6A5E8B36","https://www.facebook.com/edgardo.valeza.3","0","996232104753451","isang rewire lng ng konti 
at isang linis motor plus palit transistor dahil nalubog sa baha

angono rizal

maraming salamat po sa nag pa repair at sa mga gusto po mag pa repair call or text lang po kayu 09755188711 or pwede nyo po ako i chat 
😁😁😁😁",,,,,"0","0","1690365387000","https://www.facebook.com/groups/697284094648255/permalink/996232104753451/"
,,,,,,,,,,,,,,,,"1092491451362585","Anonymous participant","https://scontent-iad6-1.xx.fbcdn.net/v/t39.35477-6/480471783_9158392237563761_4042862335136844668_n.jpg?stp=cp0_dst-jpg_tt6&cstp=mx160x160&ctp=s34x34&_nc_cat=1&ccb=1-7&_nc_sid=ee2d7f&_nc_ohc=mdL3slv0HKgQ7kNvwHvUCS8&_nc_oc=Adq8uXtYeNC2JDNSUcNc8BiGj_HoLeNowXgBFAG2qMmSM-r8ZzUL54-hgZnRAMN6_xI&_nc_zt=14&_nc_ht=scontent-iad6-1.xx&_nc_gid=WuGQdT6vOZg1ljwwoXOvwA&_nc_ss=7e2a8&oh=00_AQCuymoh5yDztSokFi5AisIM1uWSQ8rQ89frVe9rSToHag&oe=6A5EA19F","https://www.facebook.com/profile.php?id=1092491451362585","2","801583248300957","Patulong naman po. Nalubog po sa baha yung machine ko po. Posssible po pa na maaayos pa?😭🥲","2",,,,"2","0","1690369272000","https://www.facebook.com/groups/409171234208829/permalink/801583248300957/"
,"1502484280555995","video","https://www.facebook.com/reel/1502484280555995/",,,,,,,,,,,,,"100056791851352","Edgardo Valeza","https://scontent-iad6-1.xx.fbcdn.net/v/t39.30808-1/509680463_1191856736050710_423712338614812636_n.jpg?stp=cp0_dst-jpg_tt6&cstp=mx1744x1740&ctp=s24x24&_nc_cat=109&ccb=1-7&_nc_sid=1d2534&_nc_ohc=OVvF_jv2aJoQ7kNvwEnj5hP&_nc_oc=Adqw5AOe1nUVVWwiov-vYr0eDW6KsxfgAIgtcR-WWVzLTmSLZUTOASy2tiXaQDZPric&_nc_zt=24&_nc_ht=scontent-iad6-1.xx&_nc_gid=WuGQdT6vOZg1ljwwoXOvwA&_nc_ss=7e2a8&oh=00_AQAVwWyeKFd2HqTxvwCjp2vXvggnXooXKbYEb59M2RTp0A&oe=6A5E8B36","https://www.facebook.com/edgardo.valeza.3","0","798879771717557","isang rewire lng ng konti 
at isang linis motor plus palit transistor dahil nalubog sa baha

angono rizal

maraming salamat po sa nag pa repair at sa mga gusto po mag pa repair call or text lang po kayu 09755188711 or pwede nyo po ako i chat 
😁😁😁😁",,,,,"0","0","1690365174000","https://www.facebook.com/groups/573105174295019/permalink/798879771717557/"
,"1502484280555995","video","https://www.facebook.com/reel/1502484280555995/",,,,,,,,,,,,,"100056791851352","Edgardo Valeza","https://scontent-iad6-1.xx.fbcdn.net/v/t39.30808-1/509680463_1191856736050710_423712338614812636_n.jpg?stp=cp0_dst-jpg_tt6&cstp=mx1744x1740&ctp=s24x24&_nc_cat=109&ccb=1-7&_nc_sid=1d2534&_nc_ohc=OVvF_jv2aJoQ7kNvwEnj5hP&_nc_oc=Adqw5AOe1nUVVWwiov-vYr0eDW6KsxfgAIgtcR-WWVzLTmSLZUTOASy2tiXaQDZPric&_nc_zt=24&_nc_ht=scontent-iad6-1.xx&_nc_gid=WuGQdT6vOZg1ljwwoXOvwA&_nc_ss=7e2a8&oh=00_AQAVwWyeKFd2HqTxvwCjp2vXvggnXooXKbYEb59M2RTp0A&oe=6A5E8B36","https://www.facebook.com/edgardo.valeza.3","0","3559275947641247","isang rewire lng ng konti 
at isang linis motor plus palit transistor dahil nalubog sa baha

angono rizal

maraming salamat po sa nag pa repair at sa mga gusto po mag pa repair call or text lang po kayu 09755188711 or pwede nyo po ako i chat 
😁😁😁😁",,,,,"0","0","1690365074000","https://www.facebook.com/groups/2110956445806545/permalink/3559275947641247/"
,,,,,,,,,,,,,,,,"100057576364323","Kuya Ed's Adobong Isaw atbp.","https://scontent-iad3-2.xx.fbcdn.net/v/t39.30808-1/301114746_537689264826948_7697621701007978437_n.jpg?stp=cp0_dst-jpg_tt6&cstp=mx1440x1440&ctp=s40x40&_nc_cat=103&ccb=1-7&_nc_sid=2d3e12&_nc_ohc=bgS5j4yz08sQ7kNvwEMHVNn&_nc_oc=AdpDWVctfhoGJJyOB2aEqjxOJckob_2xX73NJ4bmXjq--HbvHDX4ezVhB9uFpfvdUgk&_nc_zt=24&_nc_ht=scontent-iad3-2.xx&_nc_gid=WuGQdT6vOZg1ljwwoXOvwA&_nc_ss=7e2a8&oh=00_AQAUhZj2YbKBSiMXmY8DzkmKrv8RbeXdvvNxAqAlfnxUQA&oe=6A5EA438","https://www.facebook.com/profile.php?id=100057576364323","0","749438520318687","Dear customers,
                             Monday n po tau magkitakita...cancel po opening this thursday baha n po d2 s Magnolia. Sensya n po. Maraming salamat po.",,,,,"0","0","1690389020000","https://www.facebook.com/permalink.php?story_fbid=pfbid02tmzFPhMhFk1mvVw1KiA6CENNT3PjPQcFdUtY2KYtLgccdyuhLqYvjRpMAwdxAF9Pl&id=100057576364323"
,"1502484280555995","video","https://www.facebook.com/reel/1502484280555995/",,,,,,,,,,,,,"100056791851352","Edgardo Valeza","https://scontent-iad6-1.xx.fbcdn.net/v/t39.30808-1/509680463_1191856736050710_423712338614812636_n.jpg?stp=cp0_dst-jpg_tt6&cstp=mx1744x1740&ctp=s24x24&_nc_cat=109&ccb=1-7&_nc_sid=1d2534&_nc_ohc=OVvF_jv2aJoQ7kNvwEnj5hP&_nc_oc=Adqw5AOe1nUVVWwiov-vYr0eDW6KsxfgAIgtcR-WWVzLTmSLZUTOASy2tiXaQDZPric&_nc_zt=24&_nc_ht=scontent-iad6-1.xx&_nc_gid=WuGQdT6vOZg1ljwwoXOvwA&_nc_ss=7e2a8&oh=00_AQAVwWyeKFd2HqTxvwCjp2vXvggnXooXKbYEb59M2RTp0A&oe=6A5E8B36","https://www.facebook.com/edgardo.valeza.3","0","945450283375792","isang rewire lng ng konti 
at isang linis motor plus palit transistor dahil nalubog sa baha

angono rizal

maraming salamat po sa nag pa repair at sa mga gusto po mag pa repair call or text lang po kayu 09755188711 or pwede nyo po ako i chat 
😁😁😁😁",,,,,"0","0","1690365159000","https://www.facebook.com/groups/670754350845388/permalink/945450283375792/"
,"1502484280555995","video","https://www.facebook.com/reel/1502484280555995/",,,,,,,,,,,,,"100056791851352","Edgardo Valeza","https://scontent-iad6-1.xx.fbcdn.net/v/t39.30808-1/509680463_1191856736050710_423712338614812636_n.jpg?stp=cp0_dst-jpg_tt6&cstp=mx1744x1740&ctp=s24x24&_nc_cat=109&ccb=1-7&_nc_sid=1d2534&_nc_ohc=OVvF_jv2aJoQ7kNvwEnj5hP&_nc_oc=Adqw5AOe1nUVVWwiov-vYr0eDW6KsxfgAIgtcR-WWVzLTmSLZUTOASy2tiXaQDZPric&_nc_zt=24&_nc_ht=scontent-iad6-1.xx&_nc_gid=BwY7lVs88bBNpL_YQkbReQ&_nc_ss=7e2a8&oh=00_AQDqFD_ybjuQlJ1OK8Gmj7hQlqsK1Xa-mBpYXzLA0TyoRA&oe=6A5E8B36","https://www.facebook.com/edgardo.valeza.3","0","811633707302452","isang rewire lng ng konti 
at isang linis motor plus palit transistor dahil nalubog sa baha

angono rizal

maraming salamat po sa nag pa repair at sa mga gusto po mag pa repair call or text lang po kayu 09755188711 or pwede nyo po ako i chat 
😁😁😁😁",,,,,"0","0","1690365019000","https://www.facebook.com/groups/284779416654553/permalink/811633707302452/"
"No photo description available.","6832794733411640","photo","https://www.facebook.com/photo/?fbid=6832794733411640&set=gm.715348563938035&idorvanity=282071913932371",,,,,,,,,,,,,"100000435440994","Dang Gonzales","https://scontent-iad6-1.xx.fbcdn.net/v/t39.30808-1/492357069_10092193140805100_1080923271239147553_n.jpg?stp=c0.60.841.840a_cp0_dst-jpg_tt6&cstp=mx841x840&ctp=s24x24&_nc_cat=107&ccb=1-7&_nc_sid=1d2534&_nc_ohc=lY6b5jLB1A0Q7kNvwEZ5YAA&_nc_oc=AdpFGgiLEQod_4yQuY2s1lArs0pkuVP29EmRo6PRmNfP9S2tdRcCtLJVYIZrpmkbkRw&_nc_zt=24&_nc_ht=scontent-iad6-1.xx&_nc_gid=BwY7lVs88bBNpL_YQkbReQ&_nc_ss=7e2a8&oh=00_AQDCBZH4whUuXo-OMdnme6AgdI9mPEFfhAdhxMLi4fV8HQ&oe=6A5E7AF2","https://www.facebook.com/dang.gonzales2","0","715348563938035","NEAR QUEZON CITY! Commercial unit available! Single detach. 
VIRGINIA DREAM HOMES
RFO NA!! with SWIMMING POOL AMENITIES @ COMMERCIAL UNITS..
READY FOR OCCUPANCY. 
🏡  HOUSE AND LOT FOR SALE!!! 
BURGOS MONTALBAN
LOANABLE THRU BANK FINANCING
 12 months to  PAY ANG DOWNPAYMENT..
RFO NA RFO NA..
📌near hway MONTALBAN
📌near Burgos Elementary School
📌infront of white garden @ BIRMINGHAM BURGOS
📌 near in XENTRO MALL MONTANA
📌 walk away to  Puregold  711 montana ,BDO,and Jolibee(under construction)
📌near in terminal
📌near Prethegem and Birmingham Subdivision
📌near Petromobile Gas station MUNICIPAL.HALL, MONT.GYMNASSIUM
 MALAPIT SA LAHAT!!!!
WALK AWAY FROM NATIONAL HWAY.
DI INABOT NG BAHA!!!
COMPLETE FINISHNUPON TURN OVER!!
EXPERIENCE TO HAVE LIKE HOUSING IN VIRGINIA USA!!!
🔑with 3 bedroom
🔑with 2 cr
🔑with living room
🔑with kitchen area
🔑with garage
🔑 with terrace
🔑with space for gardening

Turnover Unit:
Fully Finished
3 bedrooms with built in closet
2 common Toilet & Bath ( ground and 2nd floor)
Flooring : 1st floor semi granite tiles
2nd floor vinyl tiles
Kitchen: with built in cabinet, granite tiles for counter top
Toilet & Bath: with tiles
1 car garage usual size 5x3 (for small Lot area)
Floor Area 66.10 sq.m
Lot Area 60sq.m
Sample Computation
Tcp 4,066,000
Downpayment 65,683 x 12mos.
MISC FEE 243,960
BALANCE 3,252,800
Monthly Amort thru Bank
20yrs. 27,207 MOS",,,,,"0","0","1690294209000","https://www.facebook.com/groups/282071913932371/permalink/715348563938035/"
,,,,,,,,,,,,,,,,"100040365462356","Jhonly Amahit","https://scontent-iad3-2.xx.fbcdn.net/v/t39.30808-1/643313750_1659235248765308_8898258603051953422_n.jpg?stp=c0.56.514.514a_cp0_dst-jpg_tt6&cstp=mx514x514&ctp=s24x24&_nc_cat=105&ccb=1-7&_nc_sid=1d2534&_nc_ohc=bvqi9xwll_kQ7kNvwG48XJR&_nc_oc=Adqya3fop8huuh_6iRRzf5v1E2N5VDkWEH_K0PzWEe5o71w9VTO9dyWiXVsZNNpe0XM&_nc_zt=24&_nc_ht=scontent-iad3-2.xx&_nc_gid=BwY7lVs88bBNpL_YQkbReQ&_nc_ss=7e2a8&oh=00_AQD1UAtmyqujo041N7AIzn2OXwMZ_zyVKCSc-M2tFOrO9w&oe=6A5E99C4","https://www.facebook.com/jhonly.amahit.5","0","3532742350299872","☔⛈️ Umuulan ng JOB OFFER dito sa FOUNDEVER ⛈️☔

Di mo na kelangang lumusong sa baha para mag apply. Iprocess natin ang application mo online

Voice and Non- Voice accounts are available! 

Minimum Qualifications: 

✅NO EXPERIENCE REQUIRED for SHS or Vocational Graduate,College Undergrad,  and Colle Graduate

✅Willing to work onsite 

☑️ CUSTOMER SERVICE REPRESENTATIVE
☑️TECH SUPPORT REPRESENTATIVE

Perks and Benefits: 
💰 Earn 16k - 24k salary package
💰 Paid Vacation Leave and Holidays
💰 Paid Sick Leave 
📍 Maternity & Paternity Leave 
📌 Single Parent Leave 
📆 Retirement Benefit Plans 
📝 Life Insurance 
 💉 Medical / Health Insurance 
💊 Medical, Prescription, Dental, or Vision Plans 
💲 Employee Discounts 
💸Transportation Allowances 
💰 Rice Allowance 
💵 Performance Bonus , up to 40k SIB for tenured agents
🌛 20% Night Differential 

Available Sites
→ Alabang Town Center
6/F ATC BPO1 Corporate Center Bldg. Madrigal Avenue, Ayala Alabang, Muntinlupa City

→ Baguio – Baguio 1,2, 3 & Cyber
Baguio City Economic Zone, Loakan Road, Peza Complex, Loakan, Baguio

→ Makati City – Glorietta 1
G/F Glorietta 1 Corporate Center, Hotel Drive, Ayala Center, Makati City

→ Mandaluyong City - Pioneer
EDSA Boni Avenue, Mandaluyong City

→ Mandaluyong City - WCC
Upper G/F Worldwide Corporate Center (WCC), Shaw Boulevard, Mandaluyong City

→ Pasig – OJV/TP
1 Doña Julia Vargas Avenue, Pasig City

→ Tarlac
Robinsons Luisita, Mac Arthur Highway, Hacienda Luisita, Tarlac City

→ Quezon City - Eton
Eton Cyberpod, Ortigas Avenue cor. EDSA, Quezon City

Message me so I can add you to the priority applicants list with this info:

First Name:
Last Name:
Mobile Number:
Email Address:
Preferred Site: ( Pioneer, Eton Cyberpod, Pasig, Shaw WCC, Makati, Alabang, Tarlac , Baguio )","1",,,,"1","0","1690344601000","https://www.facebook.com/groups/2311966949044091/permalink/3532742350299872/"
,,,,,,,,,,,,,,,,"100000121102495","Jeffrey Cequeña Padua","https://scontent-iad3-2.xx.fbcdn.net/v/t39.30808-1/624380788_34574929122094350_542303708349673225_n.jpg?stp=c0.0.1512.1512a_cp0_dst-jpg_tt6&cstp=mx1512x1512&ctp=s40x40&_nc_cat=103&ccb=1-7&_nc_sid=1d2534&_nc_ohc=lcG3duUkrckQ7kNvwF6pjgk&_nc_oc=AdqpiuNTwHOR9hahhndGbOxxSNUBubdIwLAum0oONz1pR1XbH-0-euPUrEKW_KorJO8&_nc_zt=24&_nc_ht=scontent-iad3-2.xx&_nc_gid=BwY7lVs88bBNpL_YQkbReQ&_nc_ss=7e2a8&oh=00_AQA8PbrcRzOPoOdA9Oleqf1mq_N0SjztEkDLVofFZWD5wQ&oe=6A5E8CFC","https://www.facebook.com/jeffreycequenapadua","0","1994254997574762","RFO!!! RFO!!! Sierra Manor Residences
CHANGE LOCATION FOR THE BETTER
IWAS KANA SA BAHA MALAPIT KAPA SA SM ANGONO RIZAL 
Open for Bank Financing
Salary Reuired 95K combined TownHouses
Salary Required 120K+ Single Attached

pm lang po sa mga interested ng makalipat",,,,,"0","0","1690388810000","https://www.facebook.com/groups/495798077420469/permalink/1994254997574762/"
,,,,,,,,,,,,,,,,"100000121102495","Jeffrey Cequeña Padua","https://scontent-iad3-2.xx.fbcdn.net/v/t39.30808-1/624380788_34574929122094350_542303708349673225_n.jpg?stp=c0.0.1512.1512a_cp0_dst-jpg_tt6&cstp=mx1512x1512&ctp=s40x40&_nc_cat=103&ccb=1-7&_nc_sid=1d2534&_nc_ohc=lcG3duUkrckQ7kNvwF6pjgk&_nc_oc=AdqpiuNTwHOR9hahhndGbOxxSNUBubdIwLAum0oONz1pR1XbH-0-euPUrEKW_KorJO8&_nc_zt=24&_nc_ht=scontent-iad3-2.xx&_nc_gid=BwY7lVs88bBNpL_YQkbReQ&_nc_ss=7e2a8&oh=00_AQA8PbrcRzOPoOdA9Oleqf1mq_N0SjztEkDLVofFZWD5wQ&oe=6A5E8CFC","https://www.facebook.com/jeffreycequenapadua","0","816852230095663","TABING KALADA AT IWAS NA SA BAHA MATAAS NA LUGAR PWEDE MOPA LAKARIN ANG PUBLIC MARKET
PRE-SELLING HOUSE AND LOT WITH FLOOD FREE LOCATION HERE AT RIZAL
located upper Calumpang of Binangonan
Accessible sa lahat ng Establishment!!!
Malaking lote and equal price with a Flexible Build in System.

pm to all intetested",,,,,"0","0","1690257119000","https://www.facebook.com/groups/595820802198808/permalink/816852230095663/"
,,,,,,,,,,,,,,,,"100000121102495","Jeffrey Cequeña Padua","https://scontent-iad3-2.xx.fbcdn.net/v/t39.30808-1/624380788_34574929122094350_542303708349673225_n.jpg?stp=c0.0.1512.1512a_cp0_dst-jpg_tt6&cstp=mx1512x1512&ctp=s40x40&_nc_cat=103&ccb=1-7&_nc_sid=1d2534&_nc_ohc=lcG3duUkrckQ7kNvwF6pjgk&_nc_oc=AdqpiuNTwHOR9hahhndGbOxxSNUBubdIwLAum0oONz1pR1XbH-0-euPUrEKW_KorJO8&_nc_zt=24&_nc_ht=scontent-iad3-2.xx&_nc_gid=iljgeE_60lgFKzmggrou4Q&_nc_ss=7e2a8&oh=00_AQBV5KmfUgr4qD7uTg5TImueoNSPFPp1zAVSykXkjbkUjw&oe=6A5E8CFC","https://www.facebook.com/jeffreycequenapadua","0","741998001016776","RFO!!! RFO!!! Sierra Manor Residences
CHANGE LOCATION FOR THE BETTER
IWAS KANA SA BAHA MALAPIT KAPA SA SM ANGONO RIZAL 
Open for Bank Financing
Salary Reuired 95K combined TownHouses
Salary Required 120K+ Single Attached

pm lang po sa mga interested ng makalipat",,,,,"0","0","1690389179000","https://www.facebook.com/groups/631085338774710/permalink/741998001016776/"
,,,,,,,,,,,,,,,,"100000121102495","Jeffrey Cequeña Padua","https://scontent-iad3-2.xx.fbcdn.net/v/t39.30808-1/624380788_34574929122094350_542303708349673225_n.jpg?stp=c0.0.1512.1512a_cp0_dst-jpg_tt6&cstp=mx1512x1512&ctp=s40x40&_nc_cat=103&ccb=1-7&_nc_sid=1d2534&_nc_ohc=lcG3duUkrckQ7kNvwF6pjgk&_nc_oc=AdqpiuNTwHOR9hahhndGbOxxSNUBubdIwLAum0oONz1pR1XbH-0-euPUrEKW_KorJO8&_nc_zt=24&_nc_ht=scontent-iad3-2.xx&_nc_gid=iljgeE_60lgFKzmggrou4Q&_nc_ss=7e2a8&oh=00_AQBV5KmfUgr4qD7uTg5TImueoNSPFPp1zAVSykXkjbkUjw&oe=6A5E8CFC","https://www.facebook.com/jeffreycequenapadua","0","741997817683461","RFO!!! RFO!!! Sierra Manor Residences
CHANGE LOCATION FOR THE BETTER
IWAS KANA SA BAHA MALAPIT KAPA SA SM ANGONO RIZAL 
Open for Bank Financing
Salary Reuired 95K combined TownHouses
Salary Required 120K+ Single Attached

pm lang po sa mga interested ng makalipat",,,,,"0","0","1690389149000","https://www.facebook.com/groups/631085338774710/permalink/741997817683461/"
,,,,,,,,,,,,,,,,"100000121102495","Jeffrey Cequeña Padua","https://scontent-iad3-2.xx.fbcdn.net/v/t39.30808-1/624380788_34574929122094350_542303708349673225_n.jpg?stp=c0.0.1512.1512a_cp0_dst-jpg_tt6&cstp=mx1512x1512&ctp=s40x40&_nc_cat=103&ccb=1-7&_nc_sid=1d2534&_nc_ohc=lcG3duUkrckQ7kNvwF6pjgk&_nc_oc=AdqpiuNTwHOR9hahhndGbOxxSNUBubdIwLAum0oONz1pR1XbH-0-euPUrEKW_KorJO8&_nc_zt=24&_nc_ht=scontent-iad3-2.xx&_nc_gid=iljgeE_60lgFKzmggrou4Q&_nc_ss=7e2a8&oh=00_AQBV5KmfUgr4qD7uTg5TImueoNSPFPp1zAVSykXkjbkUjw&oe=6A5E8CFC","https://www.facebook.com/jeffreycequenapadua","0","734119148726612","RFO!!! RFO!!! Sierra Manor Residences
CHANGE LOCATION FOR THE BETTER
IWAS KANA SA BAHA MALAPIT KAPA SA SM ANGONO RIZAL 
Open for Bank Financing
Salary Reuired 95K combined TownHouses
Salary Required 120K+ Single Attached

pm lang po sa mga interested ng makalipat",,,,,"0","0","1690388437000","https://www.facebook.com/groups/416210037184193/permalink/734119148726612/"
,"313981901078053","video","https://www.facebook.com/reel/313981901078053/",,,,,,,,,,,,,"100042099347160","Ka Dadi’s","https://scontent-iad6-1.xx.fbcdn.net/v/t39.30808-1/480466149_1433306051416026_4587296847846134932_n.jpg?stp=cp0_dst-jpg_tt6&cstp=mx1920x1920&ctp=s24x24&_nc_cat=100&ccb=1-7&_nc_sid=2d3e12&_nc_ohc=5Gf13X4iPqcQ7kNvwGDgOMw&_nc_oc=AdouFKvMYYn5BtFI4mcFGt-rNugcMium_BEg1lL9JaQZF0gV6cGBZDo06KBNZ7i0tG8&_nc_zt=24&_nc_ht=scontent-iad6-1.xx&_nc_gid=iljgeE_60lgFKzmggrou4Q&_nc_ss=7e2a8&oh=00_AQCqcUNPpMRGPkIl-JomNHXIq486Vy1AOYRWObJPIuDPgg&oe=6A5E9A26","https://www.facebook.com/Angelseggcited","0","1926028791103177","#BagyongEgay #baha
#viralreels #likeandfollowpage",,,,,"0","0","1690370901000","https://www.facebook.com/groups/1544775712561822/permalink/1926028791103177/"
,,,,,,,,,,,,,,,,"100004978009282","LadySax Pangan Samper","https://scontent-iad6-1.xx.fbcdn.net/v/t39.30808-1/731164455_1545195620379809_5917304876725882229_n.jpg?stp=cp0_dst-jpg_tt6&cstp=mx2044x2048&ctp=s24x24&_nc_cat=102&ccb=1-7&_nc_sid=1d2534&_nc_ohc=fPU2CdF1SsIQ7kNvwHxl7tt&_nc_oc=Adrqr0m2WVTeeoYhRnaRmGhxUA9mCYobJgQlF0ULTxY8fJOQ9AFy8cDEppDehlsQkTk&_nc_zt=24&_nc_ht=scontent-iad6-1.xx&_nc_gid=iljgeE_60lgFKzmggrou4Q&_nc_ss=7e2a8&oh=00_AQAUqWFKhEzvgQvOZ6XG4RZA7rBDCy_QTpZqt5QX0C2SSA&oe=6A5E866E","https://www.facebook.com/nilda.samper","0","2611974642290551","",,,,,"0","0","1690361541000","https://www.facebook.com/groups/565256443629058/permalink/2611974642290551/"
,,,,,,,,,,,,,,,,"100004978009282","LadySax Pangan Samper","https://scontent-iad6-1.xx.fbcdn.net/v/t39.30808-1/731164455_1545195620379809_5917304876725882229_n.jpg?stp=cp0_dst-jpg_tt6&cstp=mx2044x2048&ctp=s24x24&_nc_cat=102&ccb=1-7&_nc_sid=1d2534&_nc_ohc=fPU2CdF1SsIQ7kNvwHxl7tt&_nc_oc=Adrqr0m2WVTeeoYhRnaRmGhxUA9mCYobJgQlF0ULTxY8fJOQ9AFy8cDEppDehlsQkTk&_nc_zt=24&_nc_ht=scontent-iad6-1.xx&_nc_gid=bbr1xQFjHUsip_UVs1a2VQ&_nc_ss=7e2a8&oh=00_AQDkc9i2y8UkRyChDXbKU4GxE7bgsQHjCKukAHtS6SIfuA&oe=6A5E866E","https://www.facebook.com/nilda.samper","0","3519964154985144","",,,,,"0","0","1690361537000","https://www.facebook.com/groups/2406347329680171/permalink/3519964154985144/"
,,,,,,,,,,,,,,,,"100004978009282","LadySax Pangan Samper","https://scontent-iad6-1.xx.fbcdn.net/v/t39.30808-1/731164455_1545195620379809_5917304876725882229_n.jpg?stp=cp0_dst-jpg_tt6&cstp=mx2044x2048&ctp=s24x24&_nc_cat=102&ccb=1-7&_nc_sid=1d2534&_nc_ohc=fPU2CdF1SsIQ7kNvwHxl7tt&_nc_oc=Adrqr0m2WVTeeoYhRnaRmGhxUA9mCYobJgQlF0ULTxY8fJOQ9AFy8cDEppDehlsQkTk&_nc_zt=24&_nc_ht=scontent-iad6-1.xx&_nc_gid=bbr1xQFjHUsip_UVs1a2VQ&_nc_ss=7e2a8&oh=00_AQDkc9i2y8UkRyChDXbKU4GxE7bgsQHjCKukAHtS6SIfuA&oe=6A5E866E","https://www.facebook.com/nilda.samper","0","2612067875614561","",,,,,"0","0","1690374142000","https://www.facebook.com/groups/565256443629058/permalink/2612067875614561/"
,,,,,,,,,,,,,,,,"100011360435176","Jeans Allshop","https://scontent-iad3-2.xx.fbcdn.net/v/t39.30808-1/577320212_2952453478476638_2646873084356331519_n.jpg?stp=c0.0.768.768a_cp0_dst-jpg_tt6&cstp=mx768x768&ctp=s40x40&_nc_cat=105&ccb=1-7&_nc_sid=1d2534&_nc_ohc=WtQC0_mEpvwQ7kNvwFNPYNl&_nc_oc=Adp1AO4vKOxNZUp_gp8582CfNJS3J6btvA87sh-ak4hdX8HL66VwCBaPk43YLmPSQ6k&_nc_zt=24&_nc_ht=scontent-iad3-2.xx&_nc_gid=bbr1xQFjHUsip_UVs1a2VQ&_nc_ss=7e2a8&oh=00_AQB4pbzvUmfIkHK7x8HbAGVlL6PCxbaLIrcSkNU9QGjfvA&oe=6A5E9796","https://www.facebook.com/janerey.villagonza","0","1780979025694644","",,,,,"0","0","1690350195000","https://www.facebook.com/groups/211395735986322/permalink/1780979025694644/"
,,,,,,,,,,,,,,,,"100004978009282","LadySax Pangan Samper","https://scontent-iad6-1.xx.fbcdn.net/v/t39.30808-1/731164455_1545195620379809_5917304876725882229_n.jpg?stp=cp0_dst-jpg_tt6&cstp=mx2044x2048&ctp=s24x24&_nc_cat=102&ccb=1-7&_nc_sid=1d2534&_nc_ohc=fPU2CdF1SsIQ7kNvwHxl7tt&_nc_oc=Adrqr0m2WVTeeoYhRnaRmGhxUA9mCYobJgQlF0ULTxY8fJOQ9AFy8cDEppDehlsQkTk&_nc_zt=24&_nc_ht=scontent-iad6-1.xx&_nc_gid=bbr1xQFjHUsip_UVs1a2VQ&_nc_ss=7e2a8&oh=00_AQDkc9i2y8UkRyChDXbKU4GxE7bgsQHjCKukAHtS6SIfuA&oe=6A5E866E","https://www.facebook.com/nilda.samper","0","3520053404976219","",,,,,"0","0","1690374156000","https://www.facebook.com/groups/2406347329680171/permalink/3520053404976219/"
